Appliance,Power_Watts,Usage_Hours_Daily,Quantity,Usage_Days_Monthly,Region,Income_Level,Household_Size,Total_kWh_Monthly,Tariff_Bracket,Estimated_Bill_RWF
Water Heater,2965,2.92,2,24,Kigali,High,5,637.05,50+ kWh,227701.45
AC,1969,4.7,1,11,Kigali,High,5,637.05,50+ kWh,227701.45
Phone Charger,7,4.62,4,29,Kigali,High,5,637.05,50+ kWh,227701.45
LED Lamp,9,3.01,5,25,Rusizi,Low,4,6.57,0-20 kWh,584.73
Fan,52,2.46,1,17,Rusizi,Low,4,6.57,0-20 kWh,584.73
Radio,23,2.19,1,20,Rusizi,Low,4,6.57,0-20 kWh,584.73
Blender,464,0.33,1,13,Kigali,Medium,7,149.45,50+ kWh,47777.05
TV,50,4.86,2,25,Kigali,Medium,7,149.45,50+ kWh,47777.05
Laptop,75,3.29,2,22,Kigali,Medium,7,149.45,50+ kWh,47777.05
Phone Charger,9,5.35,4,26,Kigali,Medium,7,149.45,50+ kWh,47777.05
Fan,47,3.51,3,21,Kigali,Medium,7,149.45,50+ kWh,47777.05
Refrigerator,128,24.0,1,30,Kigali,Medium,7,149.45,50+ kWh,47777.05
LED Lamp,12,7.49,6,30,Kigali,Medium,7,149.45,50+ kWh,47777.05
Radio,12,2.97,1,20,Kigali,Medium,7,149.45,50+ kWh,47777.05
Phone Charger,6,2.53,1,27,Kigali,Low,3,20.27,21-50 kWh,1863.7
Iron,1087,1.07,1,11,Kigali,Low,3,20.27,21-50 kWh,1863.7
TV,83,2.39,1,29,Kigali,Low,3,20.27,21-50 kWh,1863.7
Radio,15,4.19,1,21,Kigali,Low,3,20.27,21-50 kWh,1863.7
LED Lamp,12,3.04,5,30,Kigali,Low,6,21.77,21-50 kWh,2328.7
Iron,1028,1.42,1,10,Kigali,Low,6,21.77,21-50 kWh,2328.7
Phone Charger,6,3.98,1,29,Kigali,Low,6,21.77,21-50 kWh,2328.7
Radio,10,4.39,1,23,Kigali,Low,6,21.77,21-50 kWh,2328.7
Blender,445,0.73,1,8,Rubavu,High,6,817.19,50+ kWh,294173.11
LED Lamp,12,9.68,6,30,Rubavu,High,6,817.19,50+ kWh,294173.11
Microwave,860,0.97,2,19,Rubavu,High,6,817.19,50+ kWh,294173.11
Refrigerator,168,24.0,1,30,Rubavu,High,6,817.19,50+ kWh,294173.11
Fan,45,4.35,3,19,Rubavu,High,6,817.19,50+ kWh,294173.11
TV,124,5.97,3,26,Rubavu,High,6,817.19,50+ kWh,294173.11
Iron,981,1.76,1,6,Rubavu,High,6,817.19,50+ kWh,294173.11
Electric Kettle,1140,1.27,2,24,Rubavu,High,6,817.19,50+ kWh,294173.11
Laptop,49,3.99,2,26,Rubavu,High,6,817.19,50+ kWh,294173.11
Water Heater,2185,3.94,2,28,Rubavu,High,6,817.19,50+ kWh,294173.11
Iron,969,2.47,1,4,Rusizi,Medium,7,46.16,21-50 kWh,9889.6
LED Lamp,6,6.5,4,25,Rusizi,Medium,7,46.16,21-50 kWh,9889.6
Blender,471,0.45,1,10,Rusizi,Medium,7,46.16,21-50 kWh,9889.6
Fan,67,5.41,2,23,Rusizi,Medium,7,46.16,21-50 kWh,9889.6
TV,50,5.15,2,27,Rusizi,Medium,7,46.16,21-50 kWh,9889.6
Iron,1034,2.37,1,12,Muhanga,Medium,4,66.13,50+ kWh,17031.97
Blender,452,0.43,1,15,Muhanga,Medium,4,66.13,50+ kWh,17031.97
LED Lamp,15,7.74,6,27,Muhanga,Medium,4,66.13,50+ kWh,17031.97
Laptop,43,4.39,1,27,Muhanga,Medium,4,66.13,50+ kWh,17031.97
Fan,42,5.11,2,16,Muhanga,Medium,4,66.13,50+ kWh,17031.97
Phone Charger,14,3.85,2,28,Muhanga,Medium,4,66.13,50+ kWh,17031.97
Iron,963,2.14,1,9,Musanze,High,7,315.92,50+ kWh,109204.48
TV,112,7.2,1,26,Musanze,High,7,315.92,50+ kWh,109204.48
Washing Machine,729,2.94,1,10,Musanze,High,7,315.92,50+ kWh,109204.48
Refrigerator,112,24.0,2,30,Musanze,High,7,315.92,50+ kWh,109204.48
Microwave,839,0.5,1,24,Musanze,High,7,315.92,50+ kWh,109204.48
Blender,348,0.85,1,9,Musanze,High,7,315.92,50+ kWh,109204.48
LED Lamp,11,6.74,8,27,Musanze,High,7,315.92,50+ kWh,109204.48
Electric Kettle,1436,1.25,1,29,Musanze,High,7,315.92,50+ kWh,109204.48
Phone Charger,15,7.96,4,27,Musanze,High,7,315.92,50+ kWh,109204.48
Phone Charger,6,3.97,2,26,Kigali,Low,6,9.71,0-20 kWh,864.19
TV,124,2.48,1,25,Kigali,Low,6,9.71,0-20 kWh,864.19
Radio,17,2.18,1,21,Kigali,Low,6,9.71,0-20 kWh,864.19
LED Lamp,12,6.42,3,27,Nyagatare,Medium,7,77.14,50+ kWh,21094.66
Laptop,63,2.67,2,28,Nyagatare,Medium,7,77.14,50+ kWh,21094.66
Blender,395,0.52,1,11,Nyagatare,Medium,7,77.14,50+ kWh,21094.66
Iron,1195,1.26,1,10,Nyagatare,Medium,7,77.14,50+ kWh,21094.66
TV,59,3.04,2,26,Nyagatare,Medium,7,77.14,50+ kWh,21094.66
Electric Kettle,1166,1.03,1,29,Nyagatare,Medium,7,77.14,50+ kWh,21094.66
Washing Machine,687,1.48,1,8,Rubavu,Medium,8,73.69,50+ kWh,19821.61
Phone Charger,14,5.25,3,28,Rubavu,Medium,8,73.69,50+ kWh,19821.61
Electric Kettle,1114,1.47,1,22,Rubavu,Medium,8,73.69,50+ kWh,19821.61
TV,76,5.65,1,26,Rubavu,Medium,8,73.69,50+ kWh,19821.61
Laptop,85,2.65,2,20,Rubavu,Medium,8,73.69,50+ kWh,19821.61
Blender,338,0.63,1,15,Rubavu,Medium,8,73.69,50+ kWh,19821.61
Iron,932,0.54,1,11,Kigali,Low,6,33.4,21-50 kWh,5934.0
Fan,57,5.53,2,19,Kigali,Low,6,33.4,21-50 kWh,5934.0
Radio,13,4.41,1,25,Kigali,Low,6,33.4,21-50 kWh,5934.0
Phone Charger,9,3.3,1,27,Kigali,Low,6,33.4,21-50 kWh,5934.0
LED Lamp,13,5.41,5,27,Kigali,Low,6,33.4,21-50 kWh,5934.0
TV,57,2.81,1,26,Kigali,Low,6,33.4,21-50 kWh,5934.0
LED Lamp,13,5.05,4,29,Huye,Low,8,26.55,21-50 kWh,3810.5
Iron,1159,0.59,1,10,Huye,Low,8,26.55,21-50 kWh,3810.5
Fan,47,5.15,2,21,Huye,Low,8,26.55,21-50 kWh,3810.5
Radio,24,3.81,1,21,Huye,Low,8,26.55,21-50 kWh,3810.5
Fan,56,3.33,2,24,Muhanga,Low,2,18.52,0-20 kWh,1648.28
TV,65,3.77,1,26,Muhanga,Low,2,18.52,0-20 kWh,1648.28
Phone Charger,10,2.5,3,29,Muhanga,Low,2,18.52,0-20 kWh,1648.28
Radio,8,4.58,1,28,Muhanga,Low,2,18.52,0-20 kWh,1648.28
Phone Charger,11,4.85,4,29,Musanze,Medium,7,88.76,50+ kWh,25382.44
Fan,61,5.95,2,23,Musanze,Medium,7,88.76,50+ kWh,25382.44
Blender,587,0.38,1,17,Musanze,Medium,7,88.76,50+ kWh,25382.44
Washing Machine,483,1.39,1,5,Musanze,Medium,7,88.76,50+ kWh,25382.44
Electric Kettle,1027,1.28,1,29,Musanze,Medium,7,88.76,50+ kWh,25382.44
TV,83,4.28,2,29,Musanze,Medium,7,88.76,50+ kWh,25382.44
Phone Charger,7,4.0,3,25,Kigali,High,5,1023.71,50+ kWh,370378.99
TV,108,4.12,1,28,Kigali,High,5,1023.71,50+ kWh,370378.99
Refrigerator,189,24.0,2,30,Kigali,High,5,1023.71,50+ kWh,370378.99
Fan,68,7.46,3,28,Kigali,High,5,1023.71,50+ kWh,370378.99
Electric Kettle,1287,1.14,2,22,Kigali,High,5,1023.71,50+ kWh,370378.99
AC,2724,6.37,1,18,Kigali,High,5,1023.71,50+ kWh,370378.99
Iron,1033,2.11,1,6,Kigali,High,5,1023.71,50+ kWh,370378.99
Water Heater,2709,3.55,1,30,Kigali,High,5,1023.71,50+ kWh,370378.99
Washing Machine,532,2.49,1,12,Kigali,High,5,1023.71,50+ kWh,370378.99
Iron,1033,2.4,1,8,Kigali,Medium,3,101.24,50+ kWh,29987.56
Phone Charger,12,5.23,4,30,Kigali,Medium,3,101.24,50+ kWh,29987.56
Fan,69,5.9,1,19,Kigali,Medium,3,101.24,50+ kWh,29987.56
Washing Machine,453,1.35,1,4,Kigali,Medium,3,101.24,50+ kWh,29987.56
LED Lamp,9,5.0,6,29,Kigali,Medium,3,101.24,50+ kWh,29987.56
Electric Kettle,1381,1.31,1,30,Kigali,Medium,3,101.24,50+ kWh,29987.56
Radio,21,2.82,1,27,Kigali,Medium,3,101.24,50+ kWh,29987.56
TV,59,2.26,1,29,Kigali,Low,5,25.93,21-50 kWh,3618.3
Fan,59,2.4,2,27,Kigali,Low,5,25.93,21-50 kWh,3618.3
Iron,1072,1.68,1,8,Kigali,Low,5,25.93,21-50 kWh,3618.3
Iron,940,2.36,1,10,Rusizi,Medium,6,252.56,50+ kWh,85824.64
Blender,305,0.74,1,18,Rusizi,Medium,6,252.56,50+ kWh,85824.64
Fan,74,7.95,1,15,Rusizi,Medium,6,252.56,50+ kWh,85824.64
Laptop,59,2.03,2,24,Rusizi,Medium,6,252.56,50+ kWh,85824.64
TV,143,4.85,2,29,Rusizi,Medium,6,252.56,50+ kWh,85824.64
Electric Kettle,1442,0.92,1,24,Rusizi,Medium,6,252.56,50+ kWh,85824.64
Refrigerator,194,24.0,1,30,Rusizi,Medium,6,252.56,50+ kWh,85824.64
Fan,70,4.99,1,27,Kigali,Low,3,43.85,21-50 kWh,9173.5
Radio,15,3.63,1,30,Kigali,Low,3,43.85,21-50 kWh,9173.5
Iron,1012,1.81,1,12,Kigali,Low,3,43.85,21-50 kWh,9173.5
LED Lamp,9,3.81,5,26,Kigali,Low,3,43.85,21-50 kWh,9173.5
TV,68,3.46,1,27,Kigali,Low,3,43.85,21-50 kWh,9173.5
Phone Charger,15,3.28,2,26,Musanze,Low,7,19.34,0-20 kWh,1721.26
Fan,56,2.08,1,17,Musanze,Low,7,19.34,0-20 kWh,1721.26
LED Lamp,5,4.75,4,28,Musanze,Low,7,19.34,0-20 kWh,1721.26
Iron,851,0.82,1,4,Musanze,Low,7,19.34,0-20 kWh,1721.26
TV,131,2.55,1,28,Musanze,Low,7,19.34,0-20 kWh,1721.26
Electric Kettle,1482,1.24,1,23,Kigali,Medium,6,80.56,50+ kWh,22356.64
Fan,48,4.03,3,15,Kigali,Medium,6,80.56,50+ kWh,22356.64
Laptop,88,3.2,1,20,Kigali,Medium,6,80.56,50+ kWh,22356.64
LED Lamp,6,5.94,6,28,Kigali,Medium,6,80.56,50+ kWh,22356.64
TV,51,5.99,1,27,Kigali,Medium,6,80.56,50+ kWh,22356.64
Phone Charger,10,4.34,3,28,Kigali,Medium,6,80.56,50+ kWh,22356.64
Washing Machine,599,1.69,1,6,Kigali,Medium,6,80.56,50+ kWh,22356.64
Refrigerator,159,24.0,1,30,Muhanga,Medium,6,210.57,50+ kWh,70330.33
Washing Machine,756,1.1,1,6,Muhanga,Medium,6,210.57,50+ kWh,70330.33
LED Lamp,11,5.79,6,28,Muhanga,Medium,6,210.57,50+ kWh,70330.33
Laptop,72,3.25,2,23,Muhanga,Medium,6,210.57,50+ kWh,70330.33
Electric Kettle,1274,0.85,1,30,Muhanga,Medium,6,210.57,50+ kWh,70330.33
Fan,61,6.11,2,28,Muhanga,Medium,6,210.57,50+ kWh,70330.33
Radio,19,2.63,1,22,Muhanga,Medium,6,210.57,50+ kWh,70330.33
TV,127,3.88,1,28,Muhanga,Medium,6,210.57,50+ kWh,70330.33
Phone Charger,7,3.78,2,26,Muhanga,Medium,6,210.57,50+ kWh,70330.33
LED Lamp,8,4.55,4,27,Rubavu,Medium,8,181.43,50+ kWh,59577.67
Laptop,67,5.19,2,21,Rubavu,Medium,8,181.43,50+ kWh,59577.67
Fan,56,6.3,1,25,Rubavu,Medium,8,181.43,50+ kWh,59577.67
Blender,387,0.33,1,20,Rubavu,Medium,8,181.43,50+ kWh,59577.67
TV,148,5.92,1,30,Rubavu,Medium,8,181.43,50+ kWh,59577.67
Iron,832,1.63,1,9,Rubavu,Medium,8,181.43,50+ kWh,59577.67
Refrigerator,157,24.0,1,30,Rubavu,Medium,8,181.43,50+ kWh,59577.67
Refrigerator,167,24.0,1,30,Musanze,Medium,6,216.45,50+ kWh,72500.05
Fan,73,6.88,2,16,Musanze,Medium,6,216.45,50+ kWh,72500.05
Laptop,86,2.98,2,25,Musanze,Medium,6,216.45,50+ kWh,72500.05
TV,133,5.74,1,26,Musanze,Medium,6,216.45,50+ kWh,72500.05
Electric Kettle,1023,0.91,1,25,Musanze,Medium,6,216.45,50+ kWh,72500.05
Iron,1075,1.69,1,11,Musanze,Medium,6,216.45,50+ kWh,72500.05
Blender,365,0.61,1,19,Musanze,Medium,6,216.45,50+ kWh,72500.05
Fan,52,6.34,3,17,Nyagatare,Medium,4,108.71,50+ kWh,32743.99
LED Lamp,13,5.65,3,27,Nyagatare,Medium,4,108.71,50+ kWh,32743.99
TV,88,4.43,2,25,Nyagatare,Medium,4,108.71,50+ kWh,32743.99
Laptop,55,5.78,1,27,Nyagatare,Medium,4,108.71,50+ kWh,32743.99
Iron,1093,1.63,1,9,Nyagatare,Medium,4,108.71,50+ kWh,32743.99
Radio,9,1.14,1,22,Nyagatare,Medium,4,108.71,50+ kWh,32743.99
Blender,556,0.41,1,11,Nyagatare,Medium,4,108.71,50+ kWh,32743.99
Washing Machine,601,1.78,1,11,Nyagatare,Medium,4,108.71,50+ kWh,32743.99
Electric Kettle,1252,0.91,1,24,Nyagatare,Medium,4,108.71,50+ kWh,32743.99
Laptop,45,4.07,2,27,Rubavu,Medium,7,96.68,50+ kWh,28304.92
Electric Kettle,1010,0.86,1,23,Rubavu,Medium,7,96.68,50+ kWh,28304.92
TV,139,5.68,2,29,Rubavu,Medium,7,96.68,50+ kWh,28304.92
Fan,70,5.56,2,27,Rubavu,Medium,7,96.68,50+ kWh,28304.92
Refrigerator,164,24.0,1,30,Rusizi,Medium,4,173.51,50+ kWh,56655.19
Iron,1013,2.41,1,6,Rusizi,Medium,4,173.51,50+ kWh,56655.19
Fan,41,6.92,1,17,Rusizi,Medium,4,173.51,50+ kWh,56655.19
Washing Machine,487,1.48,1,7,Rusizi,Medium,4,173.51,50+ kWh,56655.19
LED Lamp,7,5.34,5,25,Rusizi,Medium,4,173.51,50+ kWh,56655.19
Radio,22,2.06,1,24,Rusizi,Medium,4,173.51,50+ kWh,56655.19
TV,56,5.99,2,30,Rusizi,Medium,4,173.51,50+ kWh,56655.19
Phone Charger,6,4.86,4,29,Rusizi,Medium,4,173.51,50+ kWh,56655.19
Blender,302,0.68,1,8,Rusizi,Medium,4,173.51,50+ kWh,56655.19
Fan,58,3.54,2,21,Kigali,Medium,8,119.71,50+ kWh,36802.99
Phone Charger,12,3.37,3,25,Kigali,Medium,8,119.71,50+ kWh,36802.99
Blender,543,0.64,1,13,Kigali,Medium,8,119.71,50+ kWh,36802.99
Refrigerator,128,24.0,1,30,Kigali,Medium,8,119.71,50+ kWh,36802.99
Iron,1044,2.18,1,5,Kigali,Medium,8,119.71,50+ kWh,36802.99
Laptop,52,5.47,2,24,Kigali,Medium,3,170.16,50+ kWh,55419.04
LED Lamp,10,6.45,6,27,Kigali,Medium,3,170.16,50+ kWh,55419.04
Fan,46,7.32,3,22,Kigali,Medium,3,170.16,50+ kWh,55419.04
Refrigerator,172,24.0,1,30,Kigali,Medium,3,170.16,50+ kWh,55419.04
Radio,12,2.09,1,29,Musanze,Low,5,29.04,21-50 kWh,4582.4
LED Lamp,12,4.09,2,30,Musanze,Low,5,29.04,21-50 kWh,4582.4
TV,119,4.46,1,28,Musanze,Low,5,29.04,21-50 kWh,4582.4
Phone Charger,5,3.2,3,26,Musanze,Low,5,29.04,21-50 kWh,4582.4
Iron,916,1.22,1,4,Musanze,Low,5,29.04,21-50 kWh,4582.4
Fan,59,3.53,1,23,Musanze,Low,5,29.04,21-50 kWh,4582.4
Electric Kettle,1442,1.23,1,26,Musanze,Medium,6,223.16,50+ kWh,74976.04
Fan,71,3.42,3,29,Musanze,Medium,6,223.16,50+ kWh,74976.04
Refrigerator,198,24.0,1,30,Musanze,Medium,6,223.16,50+ kWh,74976.04
TV,126,3.05,1,26,Musanze,Medium,6,223.16,50+ kWh,74976.04
LED Lamp,5,7.73,3,29,Musanze,Medium,6,223.16,50+ kWh,74976.04
Phone Charger,15,3.31,4,25,Nyagatare,Medium,6,169.72,50+ kWh,55256.68
Blender,469,0.56,1,9,Nyagatare,Medium,6,169.72,50+ kWh,55256.68
LED Lamp,6,6.52,5,25,Nyagatare,Medium,6,169.72,50+ kWh,55256.68
Iron,1069,2.31,1,8,Nyagatare,Medium,6,169.72,50+ kWh,55256.68
TV,139,5.03,2,29,Nyagatare,Medium,6,169.72,50+ kWh,55256.68
Refrigerator,135,24.0,1,30,Nyagatare,Medium,6,169.72,50+ kWh,55256.68
Iron,909,2.13,1,12,Kigali,Medium,6,224.05,50+ kWh,75304.45
Washing Machine,698,1.96,1,10,Kigali,Medium,6,224.05,50+ kWh,75304.45
Fan,55,7.51,1,20,Kigali,Medium,6,224.05,50+ kWh,75304.45
Refrigerator,143,24.0,1,30,Kigali,Medium,6,224.05,50+ kWh,75304.45
Phone Charger,7,4.46,3,30,Kigali,Medium,6,224.05,50+ kWh,75304.45
TV,107,5.68,2,29,Kigali,Medium,6,224.05,50+ kWh,75304.45
Radio,6,2.85,1,26,Kigali,Medium,6,224.05,50+ kWh,75304.45
Laptop,52,3.1,1,30,Kigali,Medium,6,224.05,50+ kWh,75304.45
Electric Kettle,1109,1.13,1,26,Kigali,Medium,6,224.05,50+ kWh,75304.45
Radio,15,3.64,1,25,Huye,Low,6,23.08,21-50 kWh,2734.8
Phone Charger,12,2.96,2,30,Huye,Low,6,23.08,21-50 kWh,2734.8
LED Lamp,12,4.74,5,28,Huye,Low,6,23.08,21-50 kWh,2734.8
Fan,48,5.29,1,28,Huye,Low,6,23.08,21-50 kWh,2734.8
Iron,1145,0.79,1,5,Huye,Low,6,23.08,21-50 kWh,2734.8
Refrigerator,137,24.0,1,30,Kigali,Medium,7,181.48,50+ kWh,59596.12
Iron,836,2.23,1,11,Kigali,Medium,7,181.48,50+ kWh,59596.12
Fan,62,6.48,1,16,Kigali,Medium,7,181.48,50+ kWh,59596.12
Laptop,59,2.95,2,30,Kigali,Medium,7,181.48,50+ kWh,59596.12
Blender,350,0.55,1,13,Kigali,Medium,7,181.48,50+ kWh,59596.12
Phone Charger,12,4.24,2,30,Kigali,Medium,7,181.48,50+ kWh,59596.12
Electric Kettle,1356,1.09,1,27,Kigali,Medium,7,181.48,50+ kWh,59596.12
Phone Charger,5,3.35,2,28,Musanze,Low,2,16.34,0-20 kWh,1454.26
TV,135,2.78,1,26,Musanze,Low,2,16.34,0-20 kWh,1454.26
Radio,19,2.75,1,28,Musanze,Low,2,16.34,0-20 kWh,1454.26
LED Lamp,12,3.11,4,28,Musanze,Low,2,16.34,0-20 kWh,1454.26
Laptop,60,3.23,2,22,Kigali,Medium,3,68.63,50+ kWh,17954.47
TV,105,4.61,1,28,Kigali,Medium,3,68.63,50+ kWh,17954.47
Electric Kettle,1406,1.13,1,27,Kigali,Medium,3,68.63,50+ kWh,17954.47
Iron,1148,0.53,1,6,Kigali,Medium,3,68.63,50+ kWh,17954.47
Iron,943,2.14,1,10,Musanze,High,7,365.33,50+ kWh,127436.77
TV,128,4.55,1,25,Musanze,High,7,365.33,50+ kWh,127436.77
Phone Charger,7,6.9,3,27,Musanze,High,7,365.33,50+ kWh,127436.77
LED Lamp,13,8.8,5,30,Musanze,High,7,365.33,50+ kWh,127436.77
Washing Machine,622,1.58,1,4,Musanze,High,7,365.33,50+ kWh,127436.77
AC,2291,6.42,2,10,Musanze,High,7,365.33,50+ kWh,127436.77
Laptop,43,4.43,3,20,Musanze,High,7,365.33,50+ kWh,127436.77
TV,58,5.46,2,30,Nyagatare,High,2,545.42,50+ kWh,193889.98
Washing Machine,682,2.01,1,12,Nyagatare,High,2,545.42,50+ kWh,193889.98
Refrigerator,129,24.0,1,30,Nyagatare,High,2,545.42,50+ kWh,193889.98
Laptop,48,3.12,1,20,Nyagatare,High,2,545.42,50+ kWh,193889.98
Electric Kettle,1351,1.9,1,30,Nyagatare,High,2,545.42,50+ kWh,193889.98
Phone Charger,5,4.83,3,26,Nyagatare,High,2,545.42,50+ kWh,193889.98
LED Lamp,11,6.06,6,28,Nyagatare,High,2,545.42,50+ kWh,193889.98
Blender,433,0.91,1,17,Nyagatare,High,2,545.42,50+ kWh,193889.98
Microwave,1059,0.6,2,16,Nyagatare,High,2,545.42,50+ kWh,193889.98
AC,1765,5.17,2,14,Nyagatare,High,2,545.42,50+ kWh,193889.98
Fan,40,9.6,4,27,Nyagatare,High,2,545.42,50+ kWh,193889.98
Blender,307,0.66,1,18,Kigali,Medium,6,70.65,50+ kWh,18699.85
Washing Machine,491,1.51,1,6,Kigali,Medium,6,70.65,50+ kWh,18699.85
TV,99,5.78,1,30,Kigali,Medium,6,70.65,50+ kWh,18699.85
Fan,74,4.06,1,29,Kigali,Medium,6,70.65,50+ kWh,18699.85
Electric Kettle,1184,0.87,1,22,Kigali,Medium,6,70.65,50+ kWh,18699.85
Phone Charger,6,5.4,2,30,Kigali,Medium,6,70.65,50+ kWh,18699.85
Laptop,54,5.59,2,20,Kigali,Medium,6,70.65,50+ kWh,18699.85
Phone Charger,10,2.87,2,26,Kigali,Low,5,23.17,21-50 kWh,2762.7
Fan,65,4.82,2,16,Kigali,Low,5,23.17,21-50 kWh,2762.7
Iron,1079,1.35,1,8,Kigali,Low,5,23.17,21-50 kWh,2762.7
Fan,71,5.56,2,24,Rubavu,Medium,6,205.76,50+ kWh,68555.44
Blender,458,0.64,1,8,Rubavu,Medium,6,205.76,50+ kWh,68555.44
Phone Charger,8,5.31,3,29,Rubavu,Medium,6,205.76,50+ kWh,68555.44
TV,132,5.25,2,26,Rubavu,Medium,6,205.76,50+ kWh,68555.44
Refrigerator,125,24.0,1,30,Rubavu,Medium,6,205.76,50+ kWh,68555.44
Electric Kettle,1069,1.22,1,26,Rubavu,Medium,6,205.76,50+ kWh,68555.44
Iron,1176,1.1,1,10,Rubavu,Medium,6,205.76,50+ kWh,68555.44
Laptop,55,4.94,1,29,Rubavu,Medium,6,205.76,50+ kWh,68555.44
Fan,75,5.41,2,16,Kigali,Low,6,35.47,21-50 kWh,6575.7
Iron,844,1.99,1,9,Kigali,Low,6,35.47,21-50 kWh,6575.7
TV,81,3.64,1,25,Kigali,Low,6,35.47,21-50 kWh,6575.7
Phone Charger,10,2.35,3,25,Nyagatare,Low,7,43.52,21-50 kWh,9071.2
Fan,57,4.2,2,29,Nyagatare,Low,7,43.52,21-50 kWh,9071.2
TV,149,3.95,1,29,Nyagatare,Low,7,43.52,21-50 kWh,9071.2
Iron,848,0.96,1,12,Nyagatare,Low,7,43.52,21-50 kWh,9071.2
Radio,17,2.24,1,27,Nyagatare,Low,7,43.52,21-50 kWh,9071.2
Washing Machine,550,2.1,1,8,Nyagatare,High,2,560.33,50+ kWh,199391.77
Blender,517,0.84,2,9,Nyagatare,High,2,560.33,50+ kWh,199391.77
Phone Charger,14,7.89,6,29,Nyagatare,High,2,560.33,50+ kWh,199391.77
TV,90,4.3,1,25,Nyagatare,High,2,560.33,50+ kWh,199391.77
Fan,61,7.33,4,18,Nyagatare,High,2,560.33,50+ kWh,199391.77
Iron,883,2.23,1,12,Nyagatare,High,2,560.33,50+ kWh,199391.77
Electric Kettle,1226,1.64,1,26,Nyagatare,High,2,560.33,50+ kWh,199391.77
Refrigerator,162,24.0,1,30,Nyagatare,High,2,560.33,50+ kWh,199391.77
Microwave,1074,0.61,1,23,Nyagatare,High,2,560.33,50+ kWh,199391.77
LED Lamp,9,7.24,7,28,Nyagatare,High,2,560.33,50+ kWh,199391.77
AC,2679,6.18,1,14,Nyagatare,High,2,560.33,50+ kWh,199391.77
Laptop,66,6.06,3,25,Nyagatare,High,2,560.33,50+ kWh,199391.77
LED Lamp,11,3.36,5,29,Kigali,Low,5,41.24,21-50 kWh,8364.4
Iron,1048,1.49,1,10,Kigali,Low,5,41.24,21-50 kWh,8364.4
Radio,18,4.2,1,28,Kigali,Low,5,41.24,21-50 kWh,8364.4
TV,147,3.02,1,26,Kigali,Low,5,41.24,21-50 kWh,8364.4
Fan,75,4.0,1,17,Kigali,Low,5,41.24,21-50 kWh,8364.4
Phone Charger,8,3.48,2,27,Kigali,Low,5,41.24,21-50 kWh,8364.4
Electric Kettle,1230,1.05,1,20,Muhanga,High,6,535.3,50+ kWh,190155.7
Microwave,1093,1.05,1,17,Muhanga,High,6,535.3,50+ kWh,190155.7
Laptop,71,4.67,1,23,Muhanga,High,6,535.3,50+ kWh,190155.7
Phone Charger,11,4.33,4,29,Muhanga,High,6,535.3,50+ kWh,190155.7
TV,77,5.15,2,26,Muhanga,High,6,535.3,50+ kWh,190155.7
AC,1870,7.58,2,12,Muhanga,High,6,535.3,50+ kWh,190155.7
Iron,992,2.96,2,7,Muhanga,High,6,535.3,50+ kWh,190155.7
Refrigerator,104,24.0,1,30,Muhanga,High,6,535.3,50+ kWh,190155.7
Refrigerator,154,24.0,1,30,Rubavu,Medium,4,173.35,50+ kWh,56596.15
Fan,73,7.77,2,20,Rubavu,Medium,4,173.35,50+ kWh,56596.15
LED Lamp,7,5.96,5,29,Rubavu,Medium,4,173.35,50+ kWh,56596.15
Washing Machine,438,1.71,1,6,Rubavu,Medium,4,173.35,50+ kWh,56596.15
TV,108,5.78,1,26,Rubavu,Medium,4,173.35,50+ kWh,56596.15
Blender,574,0.59,1,20,Rubavu,Medium,4,173.35,50+ kWh,56596.15
Phone Charger,6,3.71,3,30,Rubavu,Medium,4,173.35,50+ kWh,56596.15
Iron,1029,1.03,1,4,Rubavu,Medium,4,173.35,50+ kWh,56596.15
Refrigerator,155,24.0,1,30,Rubavu,Medium,4,164.75,50+ kWh,53422.75
Laptop,73,5.36,2,25,Rubavu,Medium,4,164.75,50+ kWh,53422.75
Fan,75,7.77,2,26,Rubavu,Medium,4,164.75,50+ kWh,53422.75
Phone Charger,8,3.81,4,27,Rubavu,Medium,4,164.75,50+ kWh,53422.75
Radio,24,2.32,1,24,Kigali,Low,8,17.1,0-20 kWh,1521.9
Fan,44,3.34,2,30,Kigali,Low,8,17.1,0-20 kWh,1521.9
LED Lamp,12,5.56,4,26,Kigali,Low,8,17.1,0-20 kWh,1521.9
Electric Kettle,1350,0.89,1,27,Rusizi,Medium,3,56.07,50+ kWh,13319.83
Phone Charger,13,5.32,4,29,Rusizi,Medium,3,56.07,50+ kWh,13319.83
Blender,465,0.55,1,18,Rusizi,Medium,3,56.07,50+ kWh,13319.83
TV,62,3.29,2,27,Rusizi,Medium,3,56.07,50+ kWh,13319.83
TV,135,4.92,2,29,Kigali,Medium,6,69.82,50+ kWh,18393.58
Laptop,63,2.06,1,25,Kigali,Medium,6,69.82,50+ kWh,18393.58
Iron,942,1.77,1,8,Kigali,Medium,6,69.82,50+ kWh,18393.58
LED Lamp,15,5.91,4,28,Kigali,Medium,6,69.82,50+ kWh,18393.58
Phone Charger,10,4.13,4,29,Kigali,Medium,6,69.82,50+ kWh,18393.58
Fan,64,2.87,1,29,Muhanga,Low,6,22.99,21-50 kWh,2706.9
TV,132,4.08,1,28,Muhanga,Low,6,22.99,21-50 kWh,2706.9
