Household_ID,Appliance,Power_Watts,Usage_Hours_Daily,Quantity,Usage_Days_Monthly,Region,Income_Level,Household_Size,Total_kWh_Monthly,Tariff_Bracket,Estimated_Bill_RWF,Month
HH04650,Fridge,163,9.0,2,22,Northern,Low,7,64.55,50+ kWh,23818.95,November
HH04651,Mobile Charger,6,1.4,3,24,Southern,Low,1,0.6,0-20 kWh,53.4,February
HH04652,Radio,39,2.6,3,21,Northern,High,7,6.39,0-20 kWh,568.71,February
HH04653,Light Bulb,14,2.7,1,22,Northern,Low,4,0.83,0-20 kWh,73.87,April
HH04654,Laptop,30,0.6,2,23,Southern,Medium,3,0.83,0-20 kWh,73.87,August
HH04655,Light Bulb,18,1.0,2,28,Northern,Medium,5,1.01,0-20 kWh,89.89,April
HH04656,Fridge,161,7.3,1,29,Kigali,High,2,34.08,21-50 kWh,10564.8,March
HH04657,Water Heater,1899,1.1,2,31,Western,Low,7,129.51,50+ kWh,47789.19,February
HH04658,Iron,902,6.2,3,26,Southern,Low,8,436.21,50+ kWh,160961.49,June
HH04659,Fridge,136,6.3,2,29,Southern,Low,4,49.69,21-50 kWh,15403.9,April
HH04660,Light Bulb,12,3.3,1,28,Northern,Medium,7,1.11,0-20 kWh,98.79,March
HH04661,Stove,1815,7.4,1,27,Western,High,1,362.64,50+ kWh,133814.16,December
HH04662,Iron,859,2.9,2,22,Western,Low,4,109.61,50+ kWh,40446.09,October
HH04663,Microwave,944,2.1,3,28,Western,High,8,166.52,50+ kWh,61445.88,April
HH04664,Water Heater,2539,5.3,3,21,Western,Medium,1,847.77,50+ kWh,312827.13,January
HH04665,Water Heater,2335,1.7,1,23,Kigali,Medium,3,91.3,50+ kWh,33689.7,December
HH04666,TV,118,7.6,2,24,Western,Low,2,43.05,21-50 kWh,13345.5,February
HH04667,Fan,49,1.8,1,28,Southern,High,1,2.47,0-20 kWh,219.83,November
HH04668,Light Bulb,13,6.3,2,24,Eastern,Medium,6,3.93,0-20 kWh,349.77,January
HH04669,Water Heater,2272,1.4,1,20,Southern,Low,2,63.62,50+ kWh,23475.78,July
HH04670,Microwave,827,8.6,1,22,Kigali,Medium,2,156.47,50+ kWh,57737.43,April
HH04671,TV,137,5.5,2,24,Kigali,High,1,36.17,21-50 kWh,11212.7,December
HH04672,Stove,1240,9.9,1,25,Northern,Medium,4,306.9,50+ kWh,113246.1,November
HH04673,Mobile Charger,10,6.6,1,20,Southern,High,6,1.32,0-20 kWh,117.48,January
HH04674,Laptop,43,2.8,2,22,Eastern,Medium,5,5.3,0-20 kWh,471.7,May
HH04675,Water Heater,1517,3.9,2,20,Southern,High,1,236.65,50+ kWh,87323.85,December
HH04676,Fridge,110,5.4,3,30,Eastern,High,2,53.46,50+ kWh,19726.74,May
HH04677,Laptop,37,4.0,2,31,Kigali,Medium,4,9.18,0-20 kWh,817.02,July
HH04678,Microwave,1155,9.6,2,29,Northern,Medium,2,643.1,50+ kWh,237303.9,June
HH04679,Iron,1028,8.5,3,31,Southern,Medium,4,812.63,50+ kWh,299860.47,June
HH04680,Iron,992,4.5,1,25,Southern,Medium,5,111.6,50+ kWh,41180.4,May
HH04681,Fan,57,6.9,2,20,Southern,Low,4,15.73,0-20 kWh,1399.97,May
HH04682,Fridge,176,5.1,1,25,Northern,Low,6,22.44,21-50 kWh,6956.4,December
HH04683,Stove,1570,2.3,2,30,Eastern,Medium,3,216.66,50+ kWh,79947.54,August
HH04684,Fridge,184,8.3,1,30,Northern,High,4,45.82,21-50 kWh,14204.2,October
HH04685,Stove,1722,0.9,3,25,Eastern,High,5,116.23,50+ kWh,42888.87,May
HH04686,TV,55,2.3,3,22,Kigali,High,1,8.35,0-20 kWh,743.15,March
HH04687,Mobile Charger,6,5.2,2,24,Eastern,Low,4,1.5,0-20 kWh,133.5,November
HH04688,Laptop,30,3.0,2,25,Kigali,Low,8,4.5,0-20 kWh,400.5,February
HH04689,Light Bulb,13,5.1,3,20,Eastern,Medium,4,3.98,0-20 kWh,354.22,August
HH04690,Radio,20,5.1,3,20,Western,Medium,5,6.12,0-20 kWh,544.68,November
HH04691,Fan,55,6.9,2,27,Eastern,Medium,7,20.49,21-50 kWh,6351.9,February
HH04692,Fridge,178,6.6,3,25,Eastern,High,6,88.11,50+ kWh,32512.59,February
HH04693,Washing Machine,807,3.5,3,20,Western,Low,1,169.47,50+ kWh,62534.43,April
HH04694,Water Heater,2490,4.4,2,24,Kigali,Low,7,525.89,50+ kWh,194053.41,December
HH04695,Iron,1089,0.5,2,31,Southern,High,2,33.76,21-50 kWh,10465.6,December
HH04696,Microwave,970,0.7,2,20,Northern,Medium,2,27.16,21-50 kWh,8419.6,February
HH04697,Mobile Charger,9,1.9,1,28,Western,Low,1,0.48,0-20 kWh,42.72,June
HH04698,Water Heater,1924,2.0,3,31,Kigali,High,8,357.86,50+ kWh,132050.34,February
HH04699,Fan,50,8.5,1,27,Kigali,High,4,11.47,0-20 kWh,1020.83,April
HH04700,TV,138,7.3,1,25,Southern,High,1,25.18,21-50 kWh,7805.8,February
HH04701,Washing Machine,659,9.5,3,30,Western,High,2,563.45,50+ kWh,207913.05,March
HH04702,Mobile Charger,8,4.5,1,30,Western,High,6,1.08,0-20 kWh,96.12,May
HH04703,Laptop,55,5.3,1,28,Eastern,Medium,7,8.16,0-20 kWh,726.24,July
HH04704,Light Bulb,20,8.1,1,26,Kigali,High,6,4.21,0-20 kWh,374.69,April
HH04705,Water Heater,2792,1.7,1,23,Northern,Medium,6,109.17,50+ kWh,40283.73,April
HH04706,Fridge,105,1.7,2,23,Southern,High,5,8.21,0-20 kWh,730.69,February
HH04707,Laptop,46,8.8,3,30,Western,High,4,36.43,21-50 kWh,11293.3,October
HH04708,Washing Machine,512,5.8,2,26,Eastern,High,3,154.42,50+ kWh,56980.98,April
HH04709,Laptop,43,3.3,3,21,Northern,High,6,8.94,0-20 kWh,795.66,April
HH04710,Stove,1790,3.0,1,23,Eastern,Medium,2,123.51,50+ kWh,45575.19,December
HH04711,Mobile Charger,5,9.1,2,24,Kigali,Low,5,2.18,0-20 kWh,194.02,May
HH04712,TV,117,3.9,3,28,Kigali,Low,6,38.33,21-50 kWh,11882.3,December
HH04713,Water Heater,1868,7.8,1,20,Eastern,Low,3,291.41,50+ kWh,107530.29,April
HH04714,Laptop,61,0.5,3,27,Northern,Low,2,2.47,0-20 kWh,219.83,May
HH04715,Stove,1491,1.2,3,21,Kigali,High,3,112.72,50+ kWh,41593.68,August
HH04716,Water Heater,1672,2.8,1,30,Kigali,Low,5,140.45,50+ kWh,51826.05,February
HH04717,Fan,65,1.2,3,29,Eastern,High,1,6.79,0-20 kWh,604.31,August
HH04718,Light Bulb,11,6.2,1,26,Southern,Medium,6,1.77,0-20 kWh,157.53,December
HH04719,Washing Machine,817,8.3,1,20,Eastern,Low,1,135.62,50+ kWh,50043.78,October
HH04720,Microwave,851,8.9,3,20,Southern,High,6,454.43,50+ kWh,167684.67,March
HH04721,Fridge,144,8.8,3,21,Eastern,High,2,79.83,50+ kWh,29457.27,July
HH04722,Water Heater,1627,5.4,2,28,Kigali,Low,1,492.0,50+ kWh,181548.0,June
HH04723,Light Bulb,16,5.7,1,22,Northern,High,7,2.01,0-20 kWh,178.89,May
HH04724,Mobile Charger,9,5.1,1,24,Northern,Low,1,1.1,0-20 kWh,97.9,October
HH04725,TV,141,9.1,1,20,Southern,High,3,25.66,21-50 kWh,7954.6,May
HH04726,Iron,964,5.7,2,25,Western,Medium,7,274.74,50+ kWh,101379.06,April
HH04727,Microwave,1096,1.8,1,27,Western,Medium,6,53.27,50+ kWh,19656.63,January
HH04728,Iron,1031,3.4,1,25,Kigali,Low,7,87.64,50+ kWh,32339.16,June
HH04729,Stove,1648,6.6,2,27,Eastern,Medium,5,587.35,50+ kWh,216732.15,July
HH04730,Fridge,196,1.6,3,23,Western,High,4,21.64,21-50 kWh,6708.4,December
HH04731,Laptop,55,3.0,2,21,Western,Medium,7,6.93,0-20 kWh,616.77,May
HH04732,Light Bulb,18,4.5,1,29,Northern,Low,1,2.35,0-20 kWh,209.15,January
HH04733,Mobile Charger,8,7.6,1,26,Northern,Low,1,1.58,0-20 kWh,140.62,October
HH04734,Light Bulb,14,5.1,1,22,Northern,Medium,6,1.57,0-20 kWh,139.73,April
HH04735,Laptop,47,7.2,2,20,Kigali,High,6,13.54,0-20 kWh,1205.06,April
HH04736,Radio,43,6.2,3,26,Eastern,High,4,20.79,21-50 kWh,6444.9,September
HH04737,Washing Machine,600,9.8,1,23,Eastern,High,4,135.24,50+ kWh,49903.56,December
HH04738,Light Bulb,14,4.6,1,28,Eastern,Low,4,1.8,0-20 kWh,160.2,September
HH04739,Light Bulb,10,6.5,2,21,Eastern,Low,4,2.73,0-20 kWh,242.97,September
HH04740,Fridge,133,8.0,3,27,Kigali,High,5,86.18,50+ kWh,31800.42,May
HH04741,Stove,1458,9.6,3,29,Northern,Low,3,1217.72,50+ kWh,449338.68,April
HH04742,Laptop,52,1.7,3,28,Southern,Low,7,7.43,0-20 kWh,661.27,December
HH04743,Mobile Charger,6,7.8,1,27,Southern,Low,8,1.26,0-20 kWh,112.14,July
HH04744,Stove,1805,6.5,3,27,Western,High,5,950.33,50+ kWh,350671.77,August
HH04745,Washing Machine,505,7.3,2,24,Kigali,Medium,1,176.95,50+ kWh,65294.55,September
HH04746,Fan,68,6.3,3,28,Western,Low,1,35.99,21-50 kWh,11156.9,June
HH04747,Stove,1808,5.9,3,27,Northern,High,8,864.04,50+ kWh,318830.76,May
HH04748,Laptop,32,1.1,3,24,Eastern,Low,7,2.53,0-20 kWh,225.17,December
HH04749,Stove,1151,7.0,2,30,Eastern,Low,4,483.42,50+ kWh,178381.98,August
HH04750,Iron,1050,3.1,2,25,Kigali,Medium,1,162.75,50+ kWh,60054.75,September
HH04751,Water Heater,2713,0.5,2,29,Kigali,High,1,78.68,50+ kWh,29032.92,June
HH04752,Fridge,83,0.8,2,29,Southern,Low,7,3.85,0-20 kWh,342.65,June
HH04753,Laptop,40,8.4,1,22,Western,Medium,2,7.39,0-20 kWh,657.71,June
HH04754,Washing Machine,949,1.6,1,25,Kigali,Low,3,37.96,21-50 kWh,11767.6,September
HH04755,Washing Machine,779,9.9,3,27,Eastern,Low,3,624.68,50+ kWh,230506.92,October
HH04756,Water Heater,1518,5.8,2,22,Kigali,Low,3,387.39,50+ kWh,142946.91,June
HH04757,TV,128,3.0,3,20,Northern,Medium,8,23.04,21-50 kWh,7142.4,July
HH04758,Radio,28,8.0,3,25,Southern,High,1,16.8,0-20 kWh,1495.2,June
HH04759,Microwave,885,3.6,3,23,Kigali,Low,2,219.83,50+ kWh,81117.27,January
HH04760,Water Heater,1508,6.2,2,22,Western,Low,2,411.38,50+ kWh,151799.22,September
HH04761,Fan,68,1.2,2,22,Kigali,Low,7,3.59,0-20 kWh,319.51,October
HH04762,Iron,933,0.6,2,22,Northern,Medium,2,24.63,21-50 kWh,7635.3,June
HH04763,TV,115,3.1,1,29,Western,Low,6,10.34,0-20 kWh,920.26,January
HH04764,TV,80,7.8,3,25,Western,Low,5,46.8,21-50 kWh,14508.0,October
HH04765,Radio,27,6.1,2,27,Northern,Medium,7,8.89,0-20 kWh,791.21,July
HH04766,TV,97,5.5,3,27,Eastern,Low,7,43.21,21-50 kWh,13395.1,May
HH04767,Fan,52,4.8,3,30,Western,High,2,22.46,21-50 kWh,6962.6,February
HH04768,Iron,981,2.0,1,26,Kigali,High,6,51.01,50+ kWh,18822.69,May
HH04769,Stove,1072,4.1,2,26,Kigali,Medium,4,228.55,50+ kWh,84334.95,October
HH04770,Iron,992,2.5,3,27,Northern,Medium,6,200.88,50+ kWh,74124.72,January
HH04771,Water Heater,2829,6.0,1,28,Western,High,8,475.27,50+ kWh,175374.63,October
HH04772,TV,116,0.6,1,22,Kigali,Medium,8,1.53,0-20 kWh,136.17,July
HH04773,Mobile Charger,5,6.2,3,27,Kigali,Medium,2,2.51,0-20 kWh,223.39,March
HH04774,Radio,22,5.9,3,27,Southern,Low,2,10.51,0-20 kWh,935.39,December
HH04775,Light Bulb,20,3.0,2,24,Eastern,Medium,2,2.88,0-20 kWh,256.32,September
HH04776,Mobile Charger,6,3.3,2,27,Northern,High,2,1.07,0-20 kWh,95.23,May
HH04777,Stove,1665,10.0,2,20,Eastern,Medium,5,666.0,50+ kWh,245754.0,April
HH04778,Iron,1034,0.6,3,30,Northern,High,5,55.84,50+ kWh,20604.96,March
HH04779,TV,118,5.7,1,20,Northern,Medium,5,13.45,0-20 kWh,1197.05,October
HH04780,Iron,920,4.9,1,26,Kigali,High,8,117.21,50+ kWh,43250.49,December
HH04781,Light Bulb,20,7.8,2,20,Kigali,Low,5,6.24,0-20 kWh,555.36,January
HH04782,Mobile Charger,9,7.0,2,26,Southern,Low,1,3.28,0-20 kWh,291.92,August
HH04783,Fridge,110,9.4,3,23,Kigali,High,1,71.35,50+ kWh,26328.15,March
HH04784,Fridge,196,2.2,2,20,Western,Low,1,17.25,0-20 kWh,1535.25,October
HH04785,Stove,1717,4.4,2,25,Southern,High,6,377.74,50+ kWh,139386.06,November
HH04786,Mobile Charger,5,3.9,1,28,Southern,Low,1,0.55,0-20 kWh,48.95,January
HH04787,Laptop,49,4.5,3,28,Eastern,High,1,18.52,0-20 kWh,1648.28,August
HH04788,Washing Machine,860,1.6,1,28,Western,Medium,8,38.53,21-50 kWh,11944.3,February
HH04789,Washing Machine,912,4.6,1,30,Northern,Medium,6,125.86,50+ kWh,46442.34,October
HH04790,Fan,64,2.7,1,22,Southern,Medium,4,3.8,0-20 kWh,338.2,August
HH04791,Microwave,1169,6.4,3,24,Eastern,Low,6,538.68,50+ kWh,198772.92,August
HH04792,Water Heater,2898,8.1,1,20,Northern,Low,4,469.48,50+ kWh,173238.12,October
HH04793,Light Bulb,17,7.2,2,24,Northern,High,8,5.88,0-20 kWh,523.32,June
HH04794,Washing Machine,700,1.7,3,26,Northern,Low,4,92.82,50+ kWh,34250.58,August
HH04795,Fan,66,2.0,1,20,Southern,High,5,2.64,0-20 kWh,234.96,June
HH04796,TV,125,5.5,2,28,Kigali,Medium,5,38.5,21-50 kWh,11935.0,December
HH04797,Fridge,158,7.5,1,22,Southern,Medium,3,26.07,21-50 kWh,8081.7,December
HH04798,Stove,1632,3.7,2,24,Kigali,Medium,1,289.84,50+ kWh,106950.96,May
HH04799,Laptop,54,1.1,1,22,Western,High,6,1.31,0-20 kWh,116.59,June
HH04800,Water Heater,2938,2.6,1,23,Northern,Low,3,175.69,50+ kWh,64829.61,June
HH04801,Stove,1503,8.7,2,26,Southern,Medium,7,679.96,50+ kWh,250905.24,March
HH04802,Stove,1070,5.5,1,29,Western,High,6,170.66,50+ kWh,62973.54,April
HH04803,Water Heater,1531,7.5,1,20,Southern,Medium,4,229.65,50+ kWh,84740.85,April
HH04804,Mobile Charger,5,2.4,3,28,Eastern,Low,2,1.01,0-20 kWh,89.89,October
HH04805,TV,113,3.7,2,22,Eastern,Medium,1,18.4,0-20 kWh,1637.6,July
HH04806,TV,124,2.1,1,28,Southern,Low,3,7.29,0-20 kWh,648.81,September
HH04807,Iron,1198,1.2,1,25,Southern,High,1,35.94,21-50 kWh,11141.4,July
HH04808,Laptop,31,9.2,3,24,Western,High,5,20.53,21-50 kWh,6364.3,July
HH04809,Fan,42,3.4,1,31,Kigali,Medium,1,4.43,0-20 kWh,394.27,September
HH04810,Light Bulb,18,6.3,2,27,Southern,High,1,6.12,0-20 kWh,544.68,April
HH04811,Microwave,824,9.6,2,25,Northern,Low,1,395.52,50+ kWh,145946.88,October
HH04812,Light Bulb,16,4.4,1,27,Northern,Medium,2,1.9,0-20 kWh,169.1,May
HH04813,Fan,46,2.0,1,30,Kigali,High,6,2.76,0-20 kWh,245.64,January
HH04814,Washing Machine,813,1.7,2,25,Kigali,Medium,2,69.11,50+ kWh,25501.59,October
HH04815,Laptop,42,4.5,3,25,Northern,Low,1,14.18,0-20 kWh,1262.02,September
HH04816,Laptop,48,0.9,2,28,Eastern,Low,5,2.42,0-20 kWh,215.38,February
HH04817,Fridge,101,2.6,1,30,Western,High,2,7.88,0-20 kWh,701.32,April
HH04818,Fan,45,1.7,1,26,Kigali,Low,6,1.99,0-20 kWh,177.11,March
HH04819,Mobile Charger,7,8.5,1,21,Kigali,High,1,1.25,0-20 kWh,111.25,July
HH04820,Water Heater,1748,9.2,2,28,Northern,Medium,3,900.57,50+ kWh,332310.33,October
HH04821,Fridge,167,6.8,2,26,Northern,Medium,4,59.05,50+ kWh,21789.45,May
HH04822,TV,50,9.7,1,26,Northern,Low,3,12.61,0-20 kWh,1122.29,July
HH04823,Washing Machine,525,5.6,1,23,Kigali,Low,7,67.62,50+ kWh,24951.78,June
HH04824,Iron,1200,1.1,2,20,Southern,Medium,2,52.8,50+ kWh,19483.2,October
HH04825,Water Heater,1565,6.9,2,21,Kigali,Low,6,453.54,50+ kWh,167356.26,August
HH04826,Mobile Charger,7,2.5,1,31,Western,High,8,0.54,0-20 kWh,48.06,June
HH04827,Mobile Charger,8,9.9,2,29,Kigali,High,5,4.59,0-20 kWh,408.51,July
HH04828,Iron,815,5.8,3,23,Western,Medium,8,326.16,50+ kWh,120353.04,March
HH04829,Radio,43,6.2,3,31,Eastern,Medium,2,24.79,21-50 kWh,7684.9,March
HH04830,Mobile Charger,9,9.9,2,22,Kigali,High,4,3.92,0-20 kWh,348.88,April
HH04831,Washing Machine,682,7.2,1,23,Southern,Low,6,112.94,50+ kWh,41674.86,January
HH04832,Stove,1068,7.3,2,21,Kigali,Medium,7,327.45,50+ kWh,120829.05,June
HH04833,Fridge,149,5.2,3,23,Kigali,High,4,53.46,50+ kWh,19726.74,July
HH04834,Washing Machine,623,2.6,3,30,Eastern,Medium,5,145.78,50+ kWh,53792.82,February
HH04835,Radio,34,7.6,2,24,Southern,Medium,8,12.4,0-20 kWh,1103.6,September
HH04836,Stove,1946,8.5,2,21,Southern,Low,1,694.72,50+ kWh,256351.68,February
HH04837,Light Bulb,16,8.2,1,24,Southern,High,2,3.15,0-20 kWh,280.35,February
HH04838,Radio,24,5.1,2,21,Western,Low,2,5.14,0-20 kWh,457.46,September
HH04839,Radio,37,4.7,3,26,Northern,High,7,13.56,0-20 kWh,1206.84,October
HH04840,Laptop,50,5.1,2,28,Kigali,Medium,2,14.28,0-20 kWh,1270.92,January
HH04841,Radio,28,8.1,2,29,Southern,High,6,13.15,0-20 kWh,1170.35,November
HH04842,Laptop,54,3.5,1,20,Northern,Medium,6,3.78,0-20 kWh,336.42,September
HH04843,Light Bulb,15,0.5,1,29,Western,Low,5,0.22,0-20 kWh,19.58,April
HH04844,Mobile Charger,10,8.5,1,27,Kigali,Low,7,2.29,0-20 kWh,203.81,October
HH04845,Washing Machine,858,4.6,1,31,Northern,Low,4,122.35,50+ kWh,45147.15,October
HH04846,Microwave,1066,5.0,1,25,Kigali,High,2,133.25,50+ kWh,49169.25,May
HH04847,Mobile Charger,9,0.7,1,25,Western,High,8,0.16,0-20 kWh,14.24,March
HH04848,Washing Machine,665,4.9,1,22,Kigali,Low,7,71.69,50+ kWh,26453.61,April
HH04849,Laptop,57,8.6,1,23,Eastern,High,2,11.27,0-20 kWh,1003.03,February
HH04850,Light Bulb,11,3.2,1,27,Western,Medium,4,0.95,0-20 kWh,84.55,April
HH04851,Light Bulb,19,3.9,2,29,Southern,High,7,4.3,0-20 kWh,382.7,April
HH04852,Light Bulb,16,4.0,2,30,Kigali,Medium,4,3.84,0-20 kWh,341.76,December
HH04853,Radio,32,2.0,2,20,Eastern,High,6,2.56,0-20 kWh,227.84,July
HH04854,Mobile Charger,8,6.3,2,31,Southern,Medium,2,3.12,0-20 kWh,277.68,March
HH04855,Washing Machine,558,1.8,1,22,Eastern,High,3,22.1,21-50 kWh,6851.0,July
HH04856,Water Heater,1928,9.7,3,27,Kigali,Medium,8,1514.83,50+ kWh,558972.27,September
HH04857,Mobile Charger,6,9.6,2,29,Kigali,Low,6,3.34,0-20 kWh,297.26,July
HH04858,Water Heater,2999,5.2,1,31,Kigali,Medium,7,483.44,50+ kWh,178389.36,January
HH04859,Light Bulb,10,6.8,3,23,Western,Low,4,4.69,0-20 kWh,417.41,October
HH04860,Radio,34,3.2,2,29,Kigali,Medium,6,6.31,0-20 kWh,561.59,November
HH04861,Washing Machine,531,7.0,3,30,Southern,Low,8,334.53,50+ kWh,123441.57,February
HH04862,Stove,1357,8.1,1,22,Northern,Low,4,241.82,50+ kWh,89231.58,March
HH04863,Microwave,1079,8.7,3,26,Western,Low,2,732.21,50+ kWh,270185.49,December
HH04864,Stove,1651,5.6,2,23,Western,Low,7,425.3,50+ kWh,156935.7,February
HH04865,Washing Machine,570,4.8,3,23,Eastern,High,1,188.78,50+ kWh,69659.82,March
HH04866,TV,79,8.3,3,28,Northern,High,4,55.08,50+ kWh,20324.52,November
HH04867,Radio,42,5.6,3,22,Western,High,8,15.52,0-20 kWh,1381.28,February
HH04868,Laptop,65,7.4,2,29,Southern,High,2,27.9,21-50 kWh,8649.0,July
HH04869,TV,119,5.6,3,24,Kigali,Low,7,47.98,21-50 kWh,14873.8,December
HH04870,Stove,1242,2.9,2,24,Eastern,High,4,172.89,50+ kWh,63796.41,June
HH04871,Microwave,1136,3.1,2,28,Kigali,High,3,197.21,50+ kWh,72770.49,February
HH04872,Stove,1236,3.1,2,27,Southern,Low,5,206.91,50+ kWh,76349.79,September
HH04873,Stove,1708,9.7,3,24,Western,Low,1,1192.87,50+ kWh,440169.03,February
HH04874,Water Heater,2591,5.5,1,22,Western,Medium,6,313.51,50+ kWh,115685.19,September
HH04875,Washing Machine,670,4.9,3,27,Kigali,Medium,7,265.92,50+ kWh,98124.48,January
HH04876,Washing Machine,916,6.3,1,24,Northern,Medium,4,138.5,50+ kWh,51106.5,May
HH04877,Microwave,1064,3.9,2,21,Southern,Low,7,174.28,50+ kWh,64309.32,December
HH04878,Washing Machine,864,5.5,2,26,Kigali,Low,8,247.1,50+ kWh,91179.9,April
HH04879,Mobile Charger,7,1.9,3,22,Northern,Low,2,0.88,0-20 kWh,78.32,February
HH04880,Mobile Charger,5,3.4,2,29,Southern,Medium,7,0.99,0-20 kWh,88.11,January
HH04881,Radio,40,3.9,3,28,Western,High,7,13.1,0-20 kWh,1165.9,August
HH04882,Microwave,873,8.8,2,24,Kigali,Medium,5,368.76,50+ kWh,136072.44,March
HH04883,Radio,30,3.3,1,23,Northern,High,5,2.28,0-20 kWh,202.92,July
HH04884,TV,116,3.3,3,27,Eastern,Low,7,31.01,21-50 kWh,9613.1,May
HH04885,Radio,37,8.4,2,26,Eastern,High,4,16.16,0-20 kWh,1438.24,December
HH04886,Water Heater,2893,4.1,1,26,Northern,Low,6,308.39,50+ kWh,113795.91,November
HH04887,Fan,68,8.1,1,30,Kigali,Medium,8,16.52,0-20 kWh,1470.28,March
HH04888,Iron,829,6.2,3,31,Northern,High,7,478.0,50+ kWh,176382.0,December
HH04889,Water Heater,2820,5.4,1,24,Western,Medium,5,365.47,50+ kWh,134858.43,April
HH04890,Radio,32,9.7,2,28,Southern,Medium,6,17.38,0-20 kWh,1546.82,April
HH04891,Microwave,1200,8.2,3,21,Western,Medium,7,619.92,50+ kWh,228750.48,August
HH04892,Laptop,42,3.1,2,23,Eastern,High,7,5.99,0-20 kWh,533.11,September
HH04893,Radio,43,1.6,2,26,Western,Medium,6,3.58,0-20 kWh,318.62,March
HH04894,TV,150,9.2,1,27,Kigali,Medium,5,37.26,21-50 kWh,11550.6,March
HH04895,Radio,30,4.8,2,26,Western,Medium,3,7.49,0-20 kWh,666.61,September
HH04896,Washing Machine,824,9.8,3,22,Western,Low,7,532.96,50+ kWh,196662.24,December
HH04897,Iron,1019,6.0,2,23,Eastern,Medium,8,281.24,50+ kWh,103777.56,June
HH04898,TV,128,6.9,3,27,Southern,Low,4,71.54,50+ kWh,26398.26,May
HH04899,Fridge,184,3.7,2,24,Northern,High,3,32.68,21-50 kWh,10130.8,November
HH04900,Fridge,193,1.6,1,21,Kigali,Low,1,6.48,0-20 kWh,576.72,November
HH04901,Fan,51,4.5,2,29,Kigali,High,3,13.31,0-20 kWh,1184.59,May
HH04902,Radio,32,4.8,3,31,Northern,Low,8,14.28,0-20 kWh,1270.92,January
HH04903,Radio,45,7.2,2,23,Western,High,1,14.9,0-20 kWh,1326.1,May
HH04904,Water Heater,2551,8.0,3,29,Western,Medium,6,1775.5,50+ kWh,655159.5,May
HH04905,Iron,813,4.9,3,24,Southern,High,7,286.83,50+ kWh,105840.27,February
HH04906,TV,73,8.5,3,22,Northern,Medium,1,40.95,21-50 kWh,12694.5,September
HH04907,Stove,1364,9.2,2,28,Kigali,Medium,5,702.73,50+ kWh,259307.37,April
HH04908,Light Bulb,17,7.6,3,20,Northern,Low,8,7.75,0-20 kWh,689.75,June
HH04909,Washing Machine,838,9.3,2,25,Northern,Low,8,389.67,50+ kWh,143788.23,March
HH04910,Laptop,57,8.3,3,25,Southern,Medium,5,35.48,21-50 kWh,10998.8,May
HH04911,Fridge,92,5.9,1,28,Eastern,High,2,15.2,0-20 kWh,1352.8,June
HH04912,Mobile Charger,6,1.6,3,26,Eastern,Low,1,0.75,0-20 kWh,66.75,February
HH04913,Water Heater,2801,7.7,3,23,Eastern,Medium,5,1488.17,50+ kWh,549134.73,August
HH04914,Light Bulb,18,10.0,2,25,Western,Medium,7,9.0,0-20 kWh,801.0,July
HH04915,TV,119,3.9,2,22,Western,Medium,5,20.42,21-50 kWh,6330.2,August
HH04916,Stove,1035,5.1,2,29,Eastern,Low,4,306.15,50+ kWh,112969.35,June
HH04917,TV,148,2.5,1,24,Southern,Low,2,8.88,0-20 kWh,790.32,December
HH04918,Iron,907,2.5,1,29,Northern,Medium,6,65.76,50+ kWh,24265.44,February
HH04919,Water Heater,1596,2.0,2,25,Western,High,5,159.6,50+ kWh,58892.4,November
HH04920,TV,143,3.3,1,26,Eastern,Medium,5,12.27,0-20 kWh,1092.03,December
HH04921,Washing Machine,833,0.8,1,27,Southern,Medium,5,17.99,0-20 kWh,1601.11,September
HH04922,Washing Machine,630,1.3,1,31,Northern,High,4,25.39,21-50 kWh,7870.9,May
HH04923,Fridge,116,9.0,1,22,Northern,Medium,4,22.97,21-50 kWh,7120.7,July
HH04924,Microwave,1057,1.6,2,25,Kigali,Medium,1,84.56,50+ kWh,31202.64,July
HH04925,Washing Machine,979,4.6,1,25,Kigali,Low,4,112.58,50+ kWh,41542.02,November
HH04926,Water Heater,1890,3.8,3,30,Western,Low,6,646.38,50+ kWh,238514.22,July
HH04927,Iron,1148,0.8,1,20,Western,Medium,3,18.37,0-20 kWh,1634.93,May
HH04928,Laptop,45,2.1,1,24,Southern,Medium,1,2.27,0-20 kWh,202.03,September
HH04929,Stove,1771,4.5,2,30,Western,Low,8,478.17,50+ kWh,176444.73,February
HH04930,Washing Machine,902,8.7,2,21,Southern,High,8,329.59,50+ kWh,121618.71,November
HH04931,Light Bulb,12,1.2,3,28,Northern,High,1,1.21,0-20 kWh,107.69,January
HH04932,Fridge,86,6.3,2,21,Northern,Low,8,22.76,21-50 kWh,7055.6,June
HH04933,Radio,33,4.9,1,22,Western,Medium,4,3.56,0-20 kWh,316.84,February
HH04934,Mobile Charger,5,1.3,3,21,Northern,High,2,0.41,0-20 kWh,36.49,May
HH04935,Water Heater,2050,5.1,1,23,Northern,High,3,240.47,50+ kWh,88733.43,October
HH04936,TV,124,1.3,2,21,Kigali,High,2,6.77,0-20 kWh,602.53,March
HH04937,Microwave,1077,4.6,2,20,Southern,Low,1,198.17,50+ kWh,73124.73,May
HH04938,Fan,71,4.1,1,25,Southern,Medium,5,7.28,0-20 kWh,647.92,February
